SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,19040 Pacheco Pass Hwy,HOLLISTER,CA,95023,1975000,3,3.5,HOLLISTER,3390,2794300,2003,7,583,,Active,,,http://www.redfin.com/CA/Hollister/19040-Pacheco-Pass-Hwy-95023/home/175610782,MLSListings,ML81851186,N,Y,37.0526606,-121.2533361
MLS Listing,,Single Family Residential,3373 Americus Dr,SAN JOSE,CA,95148,1450000,4,2.0,SAN JOSE,1958,17643,1983,7,741,,Active,,,http://www.redfin.com/CA/San-Jose/3373-Americus-Dr-95148/home/1407958,MLSListings,ML81852270,N,Y,37.3296797,-121.7795352
MLS Listing,,Single Family Residential,602 Austen Way,Livermore,CA,94551,1498000,5,3.0,Estate Collect.,2523,9113,1996,7,594,,Active,,,http://www.redfin.com/CA/Livermore/602-Austen-Way-94551/home/534579,"bridgeMLS Bay East AOR or Contra Costa AOR",40953193,N,Y,37.6961943,-121.7496224
MLS Listing,,Single Family Residential,5849 Arthur Dr,Pleasanton,CA,94588,1749000,3,3.5,Parkside,2566,10876,1984,7,682,,Active,,,http://www.redfin.com/CA/Pleasanton/5849-Arthur-Dr-94588/home/1197442,"bridgeMLS Bay East AOR or Contra Costa AOR",40955822,N,Y,37.6808779,-121.8989723
MLS Listing,,Single Family Residential,2795 Churchill Dr,HILLSBOROUGH,CA,94010,3980000,4,3.0,HILLSBOROUGH,3250,27260,1980,7,1225,,Active,,,http://www.redfin.com/CA/Hillsborough/2795-Churchill-Dr-94010/home/1057590,MLSListings,ML81852250,N,Y,37.5694369,-122.3835841
MLS Listing,,Single Family Residential,12 Cardinal Ct,MENLO PARK,CA,94025,4888888,5,4.5,MENLO PARK,2819,6574,2021,7,1734,,Active,,,http://www.redfin.com/CA/West-Menlo-Park/12-Cardinal-CT-94025/home/175608272,MLSListings,ML81852225,N,Y,37.4484914,-122.1802812
MLS Listing,,Single Family Residential,11801 Francemont Dr,LOS ALTOS HILLS,CA,94022,6488000,5,7.0,LOS ALTOS HILLS,5326,47916,1996,7,1218,,Active,,,http://www.redfin.com/CA/Los-Altos-Hills/11801-Francemont-Dr-94022/home/779954,MLSListings,ML81852213,N,Y,37.3527702,-122.1418277
MLS Listing,,Single Family Residential,636 Ridgecrest Cir,Livermore,CA,94551,1050000,3,2.5,Livermore,1966,7707,2000,7,534,,Active,,,http://www.redfin.com/CA/Livermore/636-Ridgecrest-Cir-94551/home/891697,San Francisco MLS,421569939,N,Y,37.6902796,-121.756122
MLS Listing,,Single Family Residential,639 Arastradero Rd,PALO ALTO,CA,94306,4850000,6,5.0,PALO ALTO,3572,9896,2021,7,1358,,Active,July-17-2021 01:30 PM,July-17-2021 04:30 PM,http://www.redfin.com/CA/Palo-Alto/639-Arastradero-Rd-94306/home/168869865,MLSListings,ML81849806,N,Y,37.4054908,-122.1261896
MLS Listing,,Single Family Residential,2095 Spyglass Dr,SAN BRUNO,CA,94066,1849000,4,2.5,SAN BRUNO,2810,16600,1980,8,658,,Active,July-17-2021 01:00 PM,July-17-2021 04:00 PM,http://www.redfin.com/CA/San-Bruno/2095-Spyglass-Dr-94066/home/2028984,MLSListings,ML81852182,N,Y,37.6379822,-122.4689707
MLS Listing,,Single Family Residential,1324 Pegan Cmn,Livermore,CA,94550,1668000,5,3.0,Livermore,3221,14094,1998,8,518,,Active,,,http://www.redfin.com/CA/Livermore/1324-Pegan-Cmn-94550/home/795263,"bridgeMLS Bay East AOR or Contra Costa AOR",40957473,N,Y,37.6791954,-121.7377353
MLS Listing,,Single Family Residential,13208 Campus Dr,Oakland,CA,94619,2495000,4,5.5,Ridgemont,5153,33012,1990,8,484,,Active,,,http://www.redfin.com/CA/Oakland/13208-Campus-Dr-94619/home/1775853,"bridgeMLS Bay East AOR or Contra Costa AOR",40955448,N,Y,37.7871173,-122.1637395
MLS Listing,,Single Family Residential,17300 Chesbro Lake Dr,MORGAN HILL,CA,95037,2500000,5,3.0,MORGAN HILL,4390,877746,1991,8,569,,Active,July-17-2021 12:30 PM,July-17-2021 03:30 PM,http://www.redfin.com/CA/Morgan-Hill/17300-Chesbro-Lake-Dr-95037/home/1059560,MLSListings,ML81852138,N,Y,37.1138496,-121.6959442
MLS Listing,,Single Family Residential,8686 Fenwick Way,Dublin,CA,94568,1490000,4,3.0,Foothill Estates,2221,9364,1986,8,671,,Active,,,http://www.redfin.com/CA/Dublin/8686-Fenwick-Way-94568/home/1888616,"bridgeMLS Bay East AOR or Contra Costa AOR",40956688,N,Y,37.7212175,-121.9466222
MLS Listing,,Single Family Residential,556 Farley St,MOUNTAIN VIEW,CA,94043,3880000,4,4.5,MOUNTAIN VIEW,3219,8841,2021,8,1205,,Active,,,http://www.redfin.com/CA/Mountain-View/556-Farley-St-94043/home/1709993,MLSListings,ML81852091,N,Y,37.4044632,-122.0894479
MLS Listing,,Single Family Residential,7619 Maywood Dr,Pleasanton,CA,94588,1698000,4,3.0,Stoneridge Area,2673,7255,1989,8,635,,Active,,,http://www.redfin.com/CA/Pleasanton/7619-Maywood-Dr-94588/home/1179846,"bridgeMLS Bay East AOR or Contra Costa AOR",40957414,N,Y,37.68639,-121.9228887
MLS Listing,,Single Family Residential,2687 Sycamore Grove Pl,SAN JOSE,CA,95121,2358000,5,3.0,SAN JOSE,3100,10219,1998,8,761,,Active,,,http://www.redfin.com/CA/San-Jose/2687-Sycamore-Grove-Pl-95121/home/738699,MLSListings,ML81852056,N,Y,37.3037333,-121.7905723
MLS Listing,,Single Family Residential,16061 Shannon Rd,LOS GATOS,CA,95032,4900000,5,3.5,LOS GATOS,4143,63104,1996,8,1183,,Active,,,http://www.redfin.com/CA/Los-Gatos/16061-Shannon-Rd-95032/home/1078756,MLSListings,ML81852040,N,Y,37.2305858,-121.9496806
MLS Listing,,Single Family Residential,4485 Old Dublin Rd,Castro Valley,CA,94552,1390000,5,2.5,Castro Valley,2480,56073,2003,8,560,,Active,,,http://www.redfin.com/CA/Castro-Valley/4485-Old-Dublin-Rd-94552/home/2033299,"bridgeMLS Bay East AOR or Contra Costa AOR",40957025,N,Y,37.6969457,-122.0453232
MLS Listing,,Single Family Residential,1101 GREENBRIER RD. Rd,SAN CARLOS,CA,94070,2999950,5,3.5,SAN CARLOS,2973,10060,1985,8,1009,,Active,,,http://www.redfin.com/CA/San-Carlos/1101-Greenbrier-Rd-94070/home/1886376,MLSListings,ML81852019,N,Y,37.4832064,-122.2819812
MLS Listing,,Single Family Residential,97 Dearwell Way,San Jose,CA,95138,1297000,4,2.5,San Jose,2077,7527,1981,8,,,Active,,,http://www.redfin.com/CA/San-Jose/97-Dearwell-Way-95138/home/931489,MetroList,221072385,N,Y,37.2484618,-121.7868341
MLS Listing,,Single Family Residential,418 Esther Ave,CAMPBELL,CA,95008,2698000,5,4.5,CAMPBELL,3250,8250,2019,8,830,,Active,July-17-2021 01:00 PM,July-17-2021 04:30 PM,http://www.redfin.com/CA/Campbell/418-Esther-Ave-95008/home/95955337,MLSListings,ML81851989,N,Y,37.2931846,-121.9478662
MLS Listing,,Single Family Residential,4632 Crow Canyon Pl,Castro Valley,CA,94552,2649000,7,6.0,Castro Valley,5150,16327,2004,9,514,,Active,July-17-2021 01:00 PM,July-17-2021 04:00 PM,http://www.redfin.com/CA/Castro-Valley/4632-Crow-Canyon-Pl-94552/home/1600592,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40956227,N,Y,37.6979784,-122.0559121
MLS Listing,,Single Family Residential,15400 PEACH HILL Rd,SARATOGA,CA,95070,9899999,5,8.0,SARATOGA,8000,76665,2009,9,1237,,Active,,,http://www.redfin.com/CA/Saratoga/15400-Peach-Hill-Rd-95070/home/910131,MLSListings,ML81851950,N,Y,37.244431,-122.0241203
MLS Listing,,Single Family Residential,19540 Summer Pl,Castro Valley,CA,94546,1249000,3,2.5,Castro Valley,2041,7784,1999,10,612,,Active,,,http://www.redfin.com/CA/Castro-Valley/19540-Summer-Pl-94546/home/1362780,"bridgeMLS Bay East AOR or Contra Costa AOR",40957240,N,Y,37.7022686,-122.0770645
MLS Listing,,Single Family Residential,45 Crystal Springs Ter,HILLSBOROUGH,CA,94010,5450000,6,5.5,HILLSBOROUGH,5830,37200,1989,11,935,,Active,,,http://www.redfin.com/CA/Hillsborough/45-Crystal-Springs-Ter-94010/home/2054088,MLSListings,ML81845967,N,Y,37.5487752,-122.3495871
MLS Listing,,Single Family Residential,4693 Morning Brook Ln,Tracy,CA,95377,749900,4,2.5,Tracy,2537,7028,2002,12,,,Active,,,http://www.redfin.com/CA/Tracy/4693-Morning-Brook-Ln-95377/home/19734042,MetroList,221078155,N,Y,37.697468,-121.4365337
MLS Listing,,Single Family Residential,1575 Monterey Ct,Tracy,CA,95376,795000,4,2.5,Tracy,1840,9039,1996,12,,,Active,,,http://www.redfin.com/CA/Tracy/1575-Monterey-Ct-95376/home/19757066,MetroList,221076645,N,Y,37.7187151,-121.4363551
MLS Listing,,Single Family Residential,9751 Estates Dr,GILROY,CA,95020,1799950,3,4.5,GILROY,4670,190159,1987,12,385,,Active,,,http://www.redfin.com/CA/Gilroy/9751-Estates-Dr-95020/home/1028600,MLSListings,ML81851722,N,Y,37.055345,-121.544188
MLS Listing,,Single Family Residential,575 Beresford Ave,REDWOOD CITY,CA,94061,3798000,4,4.5,REDWOOD CITY,3027,6850,2021,12,1255,,Active,July-17-2021 02:00 PM,July-17-2021 04:00 PM,http://www.redfin.com/CA/Redwood-City/575-Beresford-Ave-94061/home/175592491,MLSListings,ML81851710,N,Y,37.451163,-122.2200057
MLS Listing,,Single Family Residential,616 Los Ninos Way,LOS ALTOS,CA,94022,5498000,5,4.5,LOS ALTOS,4437,10200,2009,12,1239,,Active,,,http://www.redfin.com/CA/Los-Altos/616-Los-Ninos-Way-94022/home/1684222,MLSListings,ML81851708,N,Y,37.3925643,-122.1074652
MLS Listing,,Single Family Residential,4876 W Durham Ferry Rd,Tracy,CA,95304,1169888,3,2.0,Tracy,2527,65340,1989,12,,,Active,,,http://www.redfin.com/CA/Tracy/4876-Durham-Ferry-Rd-95304/home/19752700,MetroList,221077919,N,Y,37.666696,-121.3658446
MLS Listing,,Single Family Residential,5644 Crow Ln,SAN JOSE,CA,95123,1600000,5,3.0,SAN JOSE,2509,11004,1991,13,638,,Active,,,http://www.redfin.com/CA/San-Jose/5644-Crow-Ln-95123/home/876829,MLSListings,ML81851625,N,Y,37.2482145,-121.8329405
MLS Listing,,Single Family Residential,940 Rebecca Dr,BOULDER CREEK,CA,95006,999000,2,2.5,BOULDER CREEK,2016,43691,1989,13,496,,Active,,,http://www.redfin.com/CA/Boulder-Creek/940-Rebecca-Dr-95006/home/2398430,MLSListings,ML81851619,N,Y,37.1180862,-122.1025839
MLS Listing,,Single Family Residential,20276 La Paloma Ave,SARATOGA,CA,95070,5000000,4,4.5,SARATOGA,3320,7281,2021,13,1506,,Active,,,http://www.redfin.com/CA/Saratoga/20276-La-Paloma-Ave-95070/home/810082,MLSListings,ML81851588,N,Y,37.2591874,-122.0282946
MLS Listing,,Single Family Residential,271 Molina Dr,SANTA CRUZ,CA,95060,1495000,3,3.0,SANTA CRUZ,2100,98968,1989,13,712,,Active,,,http://www.redfin.com/CA/Bonny-Doon/271-Molina-Dr-95060/home/2381165,MLSListings,ML81851276,N,Y,37.088726,-122.1403999
MLS Listing,,Single Family Residential,32741 Fairmead St,UNION CITY,CA,94587,1388000,4,2.0,UNION CITY,1848,7200,1985,13,751,,Active,,,http://www.redfin.com/CA/Union-City/32741-Fairmead-St-94587/home/1713258,MLSListings,ML81851572,N,Y,37.5778398,-122.0671214
MLS Listing,,Single Family Residential,2054 Fieldview Dr,Tracy,CA,95377,734900,5,3.0,Tracy,2500,6761,1997,13,,,Active,,,http://www.redfin.com/CA/Tracy/2054-Fieldview-Dr-95377/home/19757964,MetroList,221077238,N,Y,37.7444347,-121.4546121
MLS Listing,,Single Family Residential,4988 CANDY Ct,Livermore,CA,94550,1149000,4,2.0,Autumn Valley,1820,13679,1994,14,631,,Active,July-16-2021 07:00 PM,July-16-2021 10:00 PM,http://www.redfin.com/CA/Livermore/4988-Candy-Ct-94550/home/2046726,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40956650,N,Y,37.6941774,-121.7335945
MLS Listing,,Single Family Residential,3681 W Linne Rd,Tracy,CA,95304,1750000,4,3.0,Tracy,4487,435600,1991,14,390,,Active,,,http://www.redfin.com/CA/Tracy/3681-W-Linne-Rd-95304/home/19757594,"bridgeMLS Bay East AOR or Contra Costa AOR",40956727,N,Y,37.697859,-121.351028
MLS Listing,,Single Family Residential,2427 Detert St,Livermore,CA,94550,1988888,5,4.5,Ladera Estates,4030,11000,2007,14,494,,Active,,,http://www.redfin.com/CA/Livermore/2427-Detert-St-94550/home/17186839,"bridgeMLS Bay East AOR or Contra Costa AOR",40956720,N,Y,37.6754339,-121.7172525
MLS Listing,,Single Family Residential,1720 Jasper Highlands Dr,MORGAN HILL,CA,95037,3888888,7,8.5,MORGAN HILL,6694,114127,1998,14,581,,Active,,,http://www.redfin.com/CA/Morgan-Hill/1720-Jasper-Highlands-Dr-95037/home/778044,MLSListings,ML81851397,N,Y,37.130119,-121.6880582
MLS Listing,,Single Family Residential,3305 Hudson Ct,Pleasanton,CA,94588,1599000,4,2.0,Fairlands,2023,7527,1987,15,790,,Active,,,http://www.redfin.com/CA/Pleasanton/3305-Hudson-Ct-94588/home/1588769,"bridgeMLS Bay East AOR or Contra Costa AOR",40956612,N,Y,37.6976703,-121.8608198
MLS Listing,,Single Family Residential,10650 Magdalena Rd,LOS ALTOS HILLS,CA,94024,6480000,5,5.5,LOS ALTOS HILLS,6729,46599,2005,15,963,,Active,,,http://www.redfin.com/CA/Los-Altos-Hills/10650-Magdalena-Rd-94024/home/634303,MLSListings,ML81851262,N,Y,37.3441015,-122.1181145
MLS Listing,,Single Family Residential,13612 Vaquero Ct,SARATOGA,CA,95070,5980000,4,5.5,SARATOGA,4815,52353,2001,15,1242,,Active,,,http://www.redfin.com/CA/Saratoga/13612-Vaquero-Ct-95070/home/1369264,MLSListings,ML81851248,N,Y,37.2711971,-122.0497853
MLS Listing,,Single Family Residential,516 University Ave,LOS ALTOS,CA,94022,4690000,4,3.5,LOS ALTOS,3037,10030,1983,15,1544,,Active,,,http://www.redfin.com/CA/Los-Altos/516-University-Ave-94022/home/1487864,MLSListings,ML81850397,N,Y,37.3735345,-122.118292
MLS Listing,,Single Family Residential,474 Monroe Dr,PALO ALTO,CA,94306,3298000,3,2.5,PALO ALTO,2334,11396,1988,15,1413,,Active,July-17-2021 02:00 PM,July-17-2021 04:00 PM,http://www.redfin.com/CA/Palo-Alto/474-Monroe-Dr-94306/home/2120765,MLSListings,ML81851009,N,Y,37.4067792,-122.1190907
MLS Listing,,Single Family Residential,10583 Santa Lucia Rd,CUPERTINO,CA,95014,5500000,6,5.0,CUPERTINO,4906,15600,2021,15,1121,,Active,,,http://www.redfin.com/CA/Cupertino/10583-Santa-Lucia-Rd-95014/home/1549274,MLSListings,ML81851211,N,Y,37.3148825,-122.0718711
MLS Listing,,Single Family Residential,43534 Gallegos Ave,Fremont,CA,94539,3398000,5,5.0,Mission San Jose,4207,16991,2002,16,808,,Active,,,http://www.redfin.com/CA/Fremont/43534-Gallegos-Ave-94539/home/1666124,"bridgeMLS Bay East AOR or Contra Costa AOR",40956228,N,Y,37.5281147,-121.9282448
MLS Listing,,Single Family Residential,7467 Heatherwood Dr,CUPERTINO,CA,95014,4700000,6,4.5,CUPERTINO,3779,9452,2021,17,1244,,Active,,,http://www.redfin.com/CA/Cupertino/7467-Heatherwood-Dr-95014/home/1860488,MLSListings,ML81851045,N,Y,37.3094944,-122.0356658
MLS Listing,,Single Family Residential,4100 Foothill Rd,Pleasanton,CA,94588,3450000,5,3.5,Foothill Road,4480,219107,1980,18,770,,Active,,,http://www.redfin.com/CA/Pleasanton/4100-Foothill-Rd-94588/home/1514325,"bridgeMLS Bay East AOR or Contra Costa AOR",40956370,N,Y,37.6680633,-121.9211676
MLS Listing,,Single Family Residential,960 S San Tomas Aquino Rd,CAMPBELL,CA,95008,1720000,5,3.0,CAMPBELL,2154,8837,1982,18,799,,Active,,,http://www.redfin.com/CA/Campbell/960-S-San-Tomas-Aquino-Rd-95008/home/1141868,MLSListings,ML81851023,N,Y,37.272877,-121.9712836
MLS Listing,,Single Family Residential,11801 Bloomington Way,Dublin,CA,94568,1380500,5,2.5,Westside,2389,8005,1985,19,578,,Active,,,http://www.redfin.com/CA/Dublin/11801-Bloomington-Way-94568/home/1174658,"bridgeMLS Bay East AOR or Contra Costa AOR",40956288,N,Y,37.7209145,-121.9456445
MLS Listing,,Single Family Residential,371 W Aldrich Pl,Mountain House,CA,95391,1070000,4,3.5,Mountain House,2887,7045,2016,19,371,,Active,July-17-2021 12:00 PM,July-17-2021 04:00 PM,http://www.redfin.com/CA/Tracy/371-Aldrich-Pl-95391/home/56999385,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40956176,N,Y,37.7641906,-121.5525878
MLS Listing,,Single Family Residential,3450 Tripp Rd,WOODSIDE,CA,94062,15000000,4,6.0,WOODSIDE,5902,46174,2021,19,2542,,Active,,,http://www.redfin.com/CA/Woodside/3450-Tripp-Rd-94062/home/891685,MLSListings,ML81850839,N,Y,37.4259523,-122.2753357
MLS Listing,,Single Family Residential,15845 Walter Breton Dr Dr,Morgan Hill,CA,95037,2850000,3,3.0,699 - Not Defined,2766,225205,1990,19,1030,,Active,,,http://www.redfin.com/CA/Morgan-Hill/15845-Walter-Breton-Dr-95037/home/1256595,CRMLS,NDP2107368,N,Y,37.094935,-121.6740707
MLS Listing,,Single Family Residential,21045 Comer Dr,SARATOGA,CA,95070,8498888,4,7.5,SARATOGA,8193,118570,1990,19,1037,,Active,,,http://www.redfin.com/CA/Saratoga/21045-Comer-Dr-95070/home/653345,MLSListings,ML81850754,N,Y,37.279996,-122.0417934
MLS Listing,,Single Family Residential,1250 Culet Ranch None,Danville,CA,94506,4888000,7,7.0,Danville,9238,76099,1985,19,529,,Active,,,http://www.redfin.com/CA/Danville/1250-Culet-Ranch-Rd-94506/home/17170220,San Francisco MLS,421567666,N,Y,37.793631,-121.904528
MLS Listing,,Single Family Residential,24301 Elise Ct,LOS ALTOS HILLS,CA,94024,22919000,6,7.0,LOS ALTOS HILLS,9435,131412,2009,20,2429,,Active,,,http://www.redfin.com/CA/Los-Altos-Hills/24301-Elise-Ct-94024/home/1042042,MLSListings,ML81850693,N,Y,37.3499246,-122.1179863
MLS Listing,,Single Family Residential,117 N Sierra Madre St,Mountain House,CA,95391,999000,4,3.5,Mountain House,3123,6582,2009,20,,,Active,July-17-2021 01:00 PM,July-17-2021 04:00 PM,http://www.redfin.com/CA/Mountain-House/117-N-Sierra-Madre-St-95391/home/22559941,MetroList,221074491,N,Y,37.7802427,-121.5540818
MLS Listing,,Single Family Residential,15981 Lancaster Rd,LOS GATOS,CA,95030,4995000,5,4.5,LOS GATOS,5870,30602,2003,20,851,,Active,,,http://www.redfin.com/CA/Los-Gatos/15981-Lancaster-Rd-95030/home/1807819,MLSListings,ML81850672,N,Y,37.2355258,-122.0053116
MLS Listing,,Single Family Residential,1250 Culet Ranch Rd,Danville,CA,94506,4888000,7,7.0,Hidden Hills,9238,76099,1985,20,529,,Active,,,http://www.redfin.com/CA/Danville/1250-Culet-Ranch-Rd-94506/home/1213310,"bridgeMLS Bay East AOR or Contra Costa AOR",40955953,N,Y,37.7931142,-121.9047741
MLS Listing,,Single Family Residential,424 Saint Jorge Ave,Mountain House,CA,95391,1125000,4,3.0,Mountain House,2795,6664,2018,20,403,,Active,,,http://www.redfin.com/CA/Mountain-House/424-St-Jorge-Ave-95391/home/167437617,"bridgeMLS Bay East AOR or Contra Costa AOR",40955926,N,Y,37.757999,-121.5374945
MLS Listing,,Single Family Residential,2030 Trumar Ln,GILROY,CA,95020,2500000,5,4.5,GILROY,4475,212499,2021,20,559,,Active,,,http://www.redfin.com/CA/Gilroy/2030-Trumar-Ln-95020/home/23469831,MLSListings,ML81850551,N,Y,37.0717969,-121.561229
MLS Listing,,Single Family Residential,10650 Lomita Ave,FELTON,CA,95018,900000,2,2.5,FELTON,1888,61027,1993,21,477,,Active,,,http://www.redfin.com/CA/Felton/10650-Lomita-Ave-95018/home/2370711,MLSListings,ML81850491,N,Y,37.1036337,-122.0530041
MLS Listing,,Single Family Residential,15299 Top Of The Hill Rd,LOS GATOS,CA,95032,8900000,4,5.5,LOS GATOS,6000,696960,2000,21,1483,,Active,,,http://www.redfin.com/CA/Los-Gatos/15299-Top-of-the-Hill-Rd-95032/home/175538525,MLSListings,ML81847908,N,Y,37.2225725,-121.9371597
MLS Listing,,Single Family Residential,1546 Country Club Dr,LOS ALTOS,CA,94024,4795000,5,4.0,LOS ALTOS,3500,10723,2021,21,1370,,Active,,,http://www.redfin.com/CA/Los-Altos/1546-Country-Club-Dr-94024/home/161042286,MLSListings,ML81838794,N,Y,37.352037,-122.091719
MLS Listing,,Single Family Residential,80 Woodridge Rd,HILLSBOROUGH,CA,94010,4250000,4,3.5,HILLSBOROUGH,3737,49963,1985,21,1137,,Active,,,http://www.redfin.com/CA/Hillsborough/80-Woodridge-Rd-94010/home/1941616,MLSListings,ML81850375,N,Y,37.5454589,-122.3477276
MLS Listing,,Single Family Residential,14100 Berry Hill Ln,LOS ALTOS HILLS,CA,94022,4788000,4,4.0,LOS ALTOS HILLS,3917,46609,1992,21,1222,,Active,,,http://www.redfin.com/CA/Los-Altos-Hills/14100-Berry-Hill-Ln-94022/home/1392614,MLSListings,ML81850346,N,Y,37.3872665,-122.163052
MLS Listing,,Single Family Residential,437 S Airport Way,Manteca,CA,95337,799000,3,2.0,Manteca,1757,51836,1984,22,,,Active,,,http://www.redfin.com/CA/Manteca/437-S-Airport-Way-95337/home/19757715,MetroList,221072952,N,Y,37.7941576,-121.2523609
MLS Listing,,Single Family Residential,14778 Bear Creek Rd,Outside Area (Inside Ca),CA,95006,799000,3,2.0,Outside Area (Inside Ca),3922,33105,1981,22,204,,Active,,,http://www.redfin.com/CA/Boulder-Creek/14778-Bear-Creek-Rd-95006/home/2396686,CRMLS,530142,N,Y,37.133135,-122.101949
MLS Listing,,Single Family Residential,827 Yakima Dr,Fremont,CA,94539,3988888,6,6.5,Fremont,5210,13398,2021,22,766,,Active,July-17-2021 01:00 PM,July-17-2021 04:00 PM,http://www.redfin.com/CA/Fremont/827-Yakima-Dr-94539/home/21725820,"bridgeMLS Bay East AOR or Contra Costa AOR",40955457,N,Y,37.492874,-121.917932
MLS Listing,,Single Family Residential,15335 Stetson Rd,LOS GATOS,CA,95033,1995000,5,3.0,LOS GATOS,3326,169884,1985,23,600,,Active,July-17-2021 01:00 PM,July-17-2021 04:00 PM,http://www.redfin.com/CA/Los-Gatos/15335-Stetson-Rd-95033/home/175530704,MLSListings,ML81850124,N,Y,37.1009851,-121.9366923
MLS Listing,,Single Family Residential,837 Chiltern Rd,Hillsborough,CA,94010,6000000,5,5.5,Hillsborough,6223,23822,2008,23,,,Active,,,http://www.redfin.com/CA/Hillsborough/837-Chiltern-Rd-94010/home/1068324,MetroList,421566035,N,Y,37.5555506,-122.3455138
MLS Listing,,Single Family Residential,5 Cirrus Ct,REDWOOD CITY,CA,94062,4488000,5,4.5,REDWOOD CITY,4020,12023,1989,23,1116,,Active,,,http://www.redfin.com/CA/Redwood-City/5-Cirrus-Ct-94062/home/1717939,MLSListings,ML81850019,N,Y,37.460817,-122.255442
MLS Listing,,Single Family Residential,303 Atherton Ave,ATHERTON,CA,94027,19988000,7,8.5,ATHERTON,11660,49658,1985,23,1714,,Active,,,http://www.redfin.com/CA/Atherton/303-Atherton-Ave-94027/home/1762236,MLSListings,ML81849987,N,Y,37.4390794,-122.2170365
MLS Listing,,Single Family Residential,531 Grace Dr,MENLO PARK,CA,94025,6895000,5,4.5,MENLO PARK,4190,10476,2002,23,1646,,Active,,,http://www.redfin.com/CA/Menlo-Park/531-Grace-Dr-94025/home/1809606,MLSListings,ML81849986,N,Y,37.4343947,-122.1909899
MLS Listing,,Single Family Residential,165 Patricia Dr,ATHERTON,CA,94027,10500000,5,7.5,ATHERTON,6453,45571,1982,23,1627,,Active,,,http://www.redfin.com/CA/Atherton/165-Patricia-Dr-94027/home/1809105,MLSListings,ML81849980,N,Y,37.4593021,-122.2157952
MLS Listing,,Single Family Residential,1915 Dry Creek Rd,CAMPBELL,CA,95008,3888000,5,4.5,CAMPBELL,3877,12177,2007,23,1003,,Active,,,http://www.redfin.com/CA/Campbell/1915-Dry-Creek-Rd-95008/home/1075853,MLSListings,ML81848889,N,Y,37.2811886,-121.9292448
