SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,34 Casa Way,SCOTTS VALLEY,CA,95066,2250000,5,3.0,SCOTTS VALLEY,5200,19558,1985,68,433,,Active,,,http://www.redfin.com/CA/Scotts-Valley/34-Casa-Way-95066/home/2229357,MLSListings,ML81842893,N,Y,37.0680102,-122.009198
MLS Listing,,Single Family Residential,13215 Peacock Ct,CUPERTINO,CA,95014,4750000,5,5.5,CUPERTINO,7413,148854,1991,68,641,,Active,,,http://www.redfin.com/CA/Cupertino/13215-Peacock-Ct-95014/home/1355558,MLSListings,ML81842829,N,Y,37.2973089,-122.0941743
MLS Listing,,Single Family Residential,4460 Roop Rd,GILROY,CA,95020,2999999,3,2.5,GILROY,3145,3231716,2004,68,954,,Active,,,http://www.redfin.com/CA/Gilroy/4460-Roop-Rd-95020/home/1210475,MLSListings,ML81841320,N,Y,37.0664951,-121.5201971
MLS Listing,,Single Family Residential,20115 Orchard Meadow Dr,Saratoga,CA,95070,6499950,7,7.5,Saratoga,7276,219542,1999,68,893,,Active,,,http://www.redfin.com/CA/Saratoga/20115-Orchard-Meadow-Dr-95070/home/850750,"bridgeMLS Bay East AOR or Contra Costa AOR",40948961,N,Y,37.2726486,-122.0656166
MLS Listing,,Single Family Residential,562 N Montebello St,Mountain House,CA,95391,1010000,4,2.5,Mountain House,2859,7824,2015,69,353,,Active,,,http://www.redfin.com/CA/Mountain-House/562-N-Montebello-St-95391/home/22495245,"bridgeMLS Bay East AOR or Contra Costa AOR",40948715,N,Y,37.7869532,-121.5514729
MLS Listing,,Single Family Residential,21975 Stage Coach Rd,LOS GATOS,CA,95033,2150000,5,4.5,LOS GATOS,4740,38071,1990,69,454,,Active,July-17-2021 11:00 AM,July-17-2021 01:00 PM,http://www.redfin.com/CA/Los-Gatos/21975-Stagecoach-Rd-95033/home/2404873,MLSListings,ML81842482,N,Y,37.1412383,-121.9893651
MLS Listing,,Single Family Residential,3660 Tripp Rd,WOODSIDE,CA,94062,6850000,3,3.0,WOODSIDE,3966,64468,2009,70,1727,,Active,,,http://www.redfin.com/CA/Woodside/3660-Tripp-Rd-94062/home/891879,MLSListings,ML81842363,N,Y,37.4206082,-122.2705728
MLS Listing,,Single Family Residential,29 Stockbridge Ave,ATHERTON,CA,94027,8500000,8,10.5,ATHERTON,8771,43700,2021,70,969,,Active,,,http://www.redfin.com/CA/Atherton/29-Stockbridge-Ave-94027/home/1735817,MLSListings,ML81842297,N,Y,37.4641671,-122.2087244
MLS Listing,,Single Family Residential,2549 Butch Dr,GILROY,CA,95020,2999950,4,5.5,GILROY,6207,491792,2004,71,483,,Active,,,http://www.redfin.com/CA/Gilroy/2549-Butch-Dr-95020/home/1746065,MLSListings,ML81842149,N,Y,37.0715994,-121.5403748
MLS Listing,,Single Family Residential,121 Ash Ln,PORTOLA VALLEY,CA,94028,26950000,7,7.5,PORTOLA VALLEY,8325,161172,2014,72,3237,,Active,,,http://www.redfin.com/CA/Portola-Valley/121-Ash-Ln-94028/home/905017,MLSListings,ML81842024,N,Y,37.3923748,-122.1969091
MLS Listing,,Single Family Residential,119 Baywood Ave,MENLO PARK,CA,94025,3698000,4,3.0,MENLO PARK,2546,6850,2021,72,1452,,Active,,,http://www.redfin.com/CA/Menlo-Park/119-Baywood-Ave-94025/home/1667963,MLSListings,ML81818932,N,Y,37.4545298,-122.1624311
MLS Listing,,Single Family Residential,24000 Mountain Charlie Rd,LOS GATOS,CA,95033,2195000,4,3.0,LOS GATOS,3409,422924,1988,75,644,,Active,,,http://www.redfin.com/CA/Los-Gatos/24000-Mountain-Charlie-Rd-95033/home/2400253,MLSListings,ML81841718,N,Y,37.1227813,-121.9893326
MLS Listing,,Single Family Residential,12 Panorama Ln,SANTA CRUZ,CA,95060,5300000,4,2.5,SANTA CRUZ,4678,24699,2020,76,1133,,Active,,,http://www.redfin.com/CA/Santa-Cruz/12-Panorama-Ln-95060/home/23002048,MLSListings,ML81838422,N,Y,37.0106451,-122.0286776
MLS Listing,,Single Family Residential,15300 Blackberry Hill Rd,LOS GATOS,CA,95030,7500000,5,6.0,LOS GATOS,5944,1300266,2021,78,1262,,Active,,,http://www.redfin.com/CA/Los-Gatos/15300-Blackberry-Hill-Rd-95030/home/23471259,MLSListings,ML81840967,N,Y,37.2031708,-121.9535641
MLS Listing,,Single Family Residential,16255 Matilija Dr,LOS GATOS,CA,95030,9500000,5,5.5,LOS GATOS,6422,59396,2011,78,1479,,Active,,,http://www.redfin.com/CA/Los-Gatos/16255-Matilija-Dr-95030/home/1336083,MLSListings,ML81838340,N,Y,37.2316844,-122.0062666
MLS Listing,,Single Family Residential,2088 Green Oaks Way,PESCADERO,CA,94060,17500000,7,9.0,PESCADERO,17000,2079119,2015,79,1029,,Active,,,http://www.redfin.com/CA/Pescadero/2088-Green-Oaks-Way-94060/home/40241526,MLSListings,ML81840883,N,Y,37.1345262,-122.2982168
MLS Listing,,Single Family Residential,18346 Standish Ave,HAYWARD,CA,94541,1650000,4,3.0,HAYWARD,2864,18252,1988,81,576,,Active,,,http://www.redfin.com/CA/Hayward/18346-Standish-Ave-94541/home/1207189,MLSListings,ML81839684,N,Y,37.6832013,-122.1110373
MLS Listing,,Single Family Residential,22160 Wallace Dr,CUPERTINO,CA,95014,4198000,5,4.5,CUPERTINO,3768,9375,2021,88,1114,,Active,July-18-2021 02:00 PM,July-18-2021 04:00 PM,http://www.redfin.com/CA/Cupertino/22160-Wallace-Dr-95014/home/772505,MLSListings,ML81838415,N,Y,37.3349881,-122.0628598
MLS Listing,,Single Family Residential,10 Atherton Ave,ATHERTON,CA,94027,11600000,5,5.5,ATHERTON,4769,23550,2021,89,2432,,Active,,,http://www.redfin.com/CA/Atherton/10-Atherton-Ave-94027/home/883637,MLSListings,ML81839296,N,Y,37.462293,-122.201324
MLS Listing,,Single Family Residential,19870 Mendelsohn Ln,SARATOGA,CA,95070,5998000,4,4.5,SARATOGA,3770,19171,2006,90,1591,,Active,July-17-2021 02:00 PM,July-17-2021 04:00 PM,http://www.redfin.com/CA/Saratoga/19870-Mendelsohn-Ln-95070/home/907528,MLSListings,ML81839115,N,Y,37.2500398,-122.0204787
MLS Listing,,Single Family Residential,1975 Webster St,PALO ALTO,CA,94301,20000000,6,5.5,PALO ALTO,6129,10499,2021,92,3263,,Active,,,http://www.redfin.com/CA/Palo-Alto/1975-Webster-St-94301/home/591854,MLSListings,ML81838788,N,Y,37.4382717,-122.1395875
MLS Listing,,Single Family Residential,23454 Sunset Dr,LOS GATOS,CA,95033,5900000,4,5.0,LOS GATOS,10000,50138,1999,93,590,,Active,,,http://www.redfin.com/CA/Los-Gatos/23454-Sunset-Dr-95033/home/2404446,MLSListings,ML81837566,N,Y,37.1271573,-121.9543042
MLS Listing,,Single Family Residential,120 Sierra Azule,LOS GATOS,CA,95032,8750000,5,7.5,LOS GATOS,8259,54788,1997,96,1059,,Active,July-18-2021 01:00 PM,July-18-2021 04:00 PM,http://www.redfin.com/CA/Los-Gatos/120-Sierra-Azule-95032/home/645777,MLSListings,ML81838278,N,Y,37.2247192,-121.9225554
MLS Listing,,Single Family Residential,15681 Montebello Rd,Cupertino,CA,95014,3980000,4,5.0,Cupertino,5400,2239645,1980,96,737,,Active,July-17-2021 02:00 PM,July-17-2021 05:00 PM,http://www.redfin.com/CA/Cupertino/15681-Montebello-Rd-95014/home/11893969,CRMLS,OC21073762,N,Y,37.2953339,-122.098758
MLS Listing,,Single Family Residential,2465 TECADO Ter,Fremont,CA,94539,9998000,6,8.0,Mission Area,12075,900820,1993,98,828,,Active,,,http://www.redfin.com/CA/Fremont/2465-Tecado-Ter-94539/home/1077936,"bridgeMLS Bay East AOR or Contra Costa AOR",40944450,N,Y,37.5653571,-121.9220603
MLS Listing,,Single Family Residential,23923 Jabil Ln,LOS ALTOS HILLS,CA,94024,12380000,6,6.0,LOS ALTOS HILLS,8600,60987,2007,100,1440,,Active,,,http://www.redfin.com/CA/Los-Altos-Hills/23923-Jabil-Ln-94024/home/1499907,MLSListings,ML81837576,N,Y,37.3456532,-122.1153017
MLS Listing,,Single Family Residential,18450 Shadowbrook Way,MORGAN HILL,CA,95037,2499000,5,3.0,MORGAN HILL,2350,982278,2016,100,1063,,Active,,,http://www.redfin.com/CA/Morgan-Hill/18450-Shadowbrook-Way-95037/home/604877,MLSListings,ML81837575,N,Y,37.139753,-121.671167
MLS Listing,,Single Family Residential,2289 Forest View Ave,HILLSBOROUGH,CA,94010,10995000,6,7.0,HILLSBOROUGH,9336,64468,1990,100,1178,,Active,,,http://www.redfin.com/CA/Hillsborough/2289-Forest-View-Ave-94010/home/1330882,MLSListings,ML81837543,N,Y,37.5724711,-122.3763031
MLS Listing,,Single Family Residential,1717 Granite Creek Rd,SANTA CRUZ,CA,95065,1495000,3,3.0,SANTA CRUZ,2601,131551,2001,104,575,,Active,July-17-2021 01:00 PM,July-17-2021 04:00 PM,http://www.redfin.com/CA/Santa-Cruz/1717-Granite-Creek-Rd-95065/home/2429131,MLSListings,ML81837016,N,Y,37.0402964,-121.9988711
MLS Listing,,Single Family Residential,23110 Old Santa Cruz Hwy,LOS GATOS,CA,95033,1599000,3,3.0,LOS GATOS,3325,108900,1993,104,481,,Active,,,http://www.redfin.com/CA/Los-Gatos/23110-Old-Santa-Cruz-Hwy-95033/home/2403887,MLSListings,ML81833942,N,Y,37.1380789,-121.9765706
MLS Listing,,Single Family Residential,12101 Love Creek Rd,BEN LOMOND,CA,95005,3750000,3,4.0,BEN LOMOND,5656,8731471,1989,104,663,,Active,,,http://www.redfin.com/CA/Ben-Lomond/12101-Love-Creek-Rd-95005/home/23475288,MLSListings,ML81833197,N,Y,37.123707,-122.085222
MLS Listing,,Single Family Residential,97 Ridge View Dr,ATHERTON,CA,94027,14988000,6,7.5,ATHERTON,9107,94090,1981,107,1646,,Active,,,http://www.redfin.com/CA/Atherton/97-Ridge-View-Dr-94027/home/1072620,MLSListings,ML81836367,N,Y,37.4364957,-122.2297139
MLS Listing,,Single Family Residential,15400 Suview Dr,LOS GATOS,CA,95032,8499000,6,5.0,LOS GATOS,7460,334220,1982,107,1139,,Active,,,http://www.redfin.com/CA/Los-Gatos/15400-Suview-Dr-95032/home/1126482,MLSListings,ML81836364,N,Y,37.2236132,-121.9416395
MLS Listing,,Single Family Residential,1140 Meadows Ct,CAMPBELL,CA,95008,3500000,5,4.5,CAMPBELL,3685,9503,2019,111,950,,Active,,,http://www.redfin.com/CA/Campbell/1140-Meadows-Ct-95008/home/168892979,MLSListings,ML81835909,N,Y,37.270712,-121.976062
MLS Listing,,Single Family Residential,240 Mountain Home Rd,WOODSIDE,CA,94062,24900000,4,6.0,WOODSIDE,7888,138346,2012,112,3157,,Active,,,http://www.redfin.com/CA/Woodside/240-Mountain-Home-Rd-94062/home/2054454,MLSListings,ML81835732,N,Y,37.4259658,-122.2542176
MLS Listing,,Single Family Residential,722 Bicknell Rd,LOS GATOS,CA,95030,9750000,6,7.5,LOS GATOS,9664,41247,2010,112,1009,,Active,,,http://www.redfin.com/CA/Los-Gatos/722-Bicknell-Rd-95030/home/839962,MLSListings,ML81833355,N,Y,37.2511854,-121.9824572
MLS Listing,,Single Family Residential,1351 Peggy Ave,CAMPBELL,CA,95008,3399998,6,4.5,CAMPBELL,4022,8374,2021,113,845,,Active,,,http://www.redfin.com/CA/Campbell/1351-Peggy-Ave-95008/home/1595950,MLSListings,ML81835478,N,Y,37.268183,-121.9696397
MLS Listing,,Single Family Residential,369 Club Dr,SAN CARLOS,CA,94070,3980000,4,5.0,SAN CARLOS,4900,88078,2008,116,812,,Active,,,http://www.redfin.com/CA/San-Carlos/369-Club-Dr-94070/home/104009214,MLSListings,ML81835148,N,Y,37.4983018,-122.2911142
MLS Listing,,Single Family Residential,890 Robb Rd,PALO ALTO,CA,94306,19500000,7,9.5,PALO ALTO,8793,44210,2003,117,2218,,Active,,,http://www.redfin.com/CA/Palo-Alto/890-Robb-Rd-94306/home/1137728,MLSListings,ML81834973,N,Y,37.392397,-122.1359942
MLS Listing,,Single Family Residential,8901 Canada Rd,GILROY,CA,95020,1150000,3,2.0,GILROY,1889,903160,1992,118,609,,Active,,,http://www.redfin.com/CA/Gilroy/8901-Canada-Rd-95020/home/174718541,MLSListings,ML81834774,N,Y,37.0699929,-121.479111
MLS Listing,,Single Family Residential,680 Dove Ln,WATSONVILLE,CA,95076,1749500,4,3.0,WATSONVILLE,3086,385985,1997,120,567,,Active,,,http://www.redfin.com/CA/WATSONVILLE/680-DOVE-LN-95076/home/2419541,MLSListings,ML81834406,N,Y,37.055084,-121.822277
MLS Listing,,Single Family Residential,7400 Collier Canyon Rd,Livermore,CA,94551,4250000,4,3.5,Livermore,3485,3535765,2007,122,1220,,Active,,,http://www.redfin.com/CA/Livermore/7400-Collier-Canyon-Rd-94551/home/171740519,"bridgeMLS Bay East AOR or Contra Costa AOR",40941338,N,Y,37.7581312,-121.819793
MLS Listing,,Single Family Residential,166 Olive Hill Ln,WOODSIDE,CA,94062,16995000,5,5.5,WOODSIDE,9040,130680,2010,124,1880,,Active,,,http://www.redfin.com/CA/Woodside/166-Olive-Hill-Ln-94062/home/1308234,MLSListings,ML81833901,N,Y,37.4384047,-122.2667845
MLS Listing,,Single Family Residential,223 Rapley Ranch Rd,LA HONDA,CA,94020,2295000,4,2.5,LA HONDA,2437,1019304,1980,124,942,,Active,,,http://www.redfin.com/CA/La-Honda/223-Rapley-Ranch-Rd-94020/home/1945857,MLSListings,ML81833750,N,Y,37.3253447,-122.2382994
MLS Listing,,Single Family Residential,755 Cambridge Ave,MENLO PARK,CA,94025,2998000,4,4.5,MENLO PARK,2475,8100,2017,125,1211,,Active,,,http://www.redfin.com/CA/Menlo-Park/755-Cambridge-Ave-94025/home/168639676,MLSListings,ML81833615,N,Y,37.4465286,-122.1753367
MLS Listing,,Single Family Residential,25 Brandon Ct,HILLSBOROUGH,CA,94010,10500000,5,8.0,HILLSBOROUGH,11800,98010,1995,126,890,,Active,,,http://www.redfin.com/CA/Hillsborough/25-Brandon-Ct-94010/home/1987659,MLSListings,ML81833451,N,Y,37.5399826,-122.3324074
MLS Listing,,Single Family Residential,435 Correas St,HALF MOON BAY,CA,94019,1798000,3,3.0,HALF MOON BAY,2820,6750,1990,131,638,,Active,,,http://www.redfin.com/CA/Half-Moon-Bay/435-Correas-St-94019/home/1306879,MLSListings,ML81832728,N,Y,37.4626635,-122.4369478
MLS Listing,,Single Family Residential,12398 Stonebrook Dr,LOS ALTOS HILLS,CA,94022,9699000,5,6.5,LOS ALTOS HILLS,7019,76797,2020,132,1382,,Active,,,http://www.redfin.com/CA/Los-Altos-Hills/12398-Stonebrook-Dr-94022/home/1313516,MLSListings,ML81832317,N,Y,37.3591867,-122.1199441
MLS Listing,,Single Family Residential,38 Tevis Pl,HILLSBOROUGH,CA,94010,8888888,7,6.5,HILLSBOROUGH,4800,24480,2021,134,1852,,Active,,,http://www.redfin.com/CA/Hillsborough/38-Tevis-Pl-94010/home/174590951,MLSListings,ML81832090,N,Y,37.5679635,-122.3600437
MLS Listing,,Single Family Residential,3787 Woodside Rd,WOODSIDE,CA,94062,11488000,6,5.5,WOODSIDE,7168,137214,1998,135,1603,,Active,,,http://www.redfin.com/CA/Woodside/3787-Woodside-Rd-94062/home/892646,MLSListings,ML81831859,N,Y,37.4179264,-122.2656103
MLS Listing,,Single Family Residential,1005 E Homestead Rd,SUNNYVALE,CA,94087,3085000,4,4.5,SUNNYVALE,2828,7190,2021,138,1091,,Active,,,http://www.redfin.com/CA/Sunnyvale/1005-E-Homestead-Rd-94087/home/763483,MLSListings,ML81831636,N,Y,37.3380171,-122.0067774
MLS Listing,,Single Family Residential,1519 Oakhurst Ave,LOS ALTOS,CA,94024,6499000,4,5.0,LOS ALTOS,4402,11016,2021,138,1476,,Active,,,http://www.redfin.com/CA/Los-Altos/1519-Oakhurst-Ave-94024/home/173771790,MLSListings,ML81831574,N,Y,37.3537364,-122.0832321
MLS Listing,,Single Family Residential,191 Britton Ave,ATHERTON,CA,94027,32000000,5,7.0,ATHERTON,14525,115777,1991,139,2203,,Active,,,http://www.redfin.com/CA/Atherton/191-Britton-Ave-94027/home/1926911,MLSListings,ML81831326,N,Y,37.4520091,-122.199392
MLS Listing,,Single Family Residential,17203 Deer Park Rd,LOS GATOS,CA,95032,7225000,5,6.0,LOS GATOS,5032,120225,2004,140,1436,,Active,,,http://www.redfin.com/CA/Los-Gatos/17203-Deer-Park-Rd-95032/home/740679,MLSListings,ML81831182,N,Y,37.2195366,-121.9244635
MLS Listing,,Single Family Residential,289 Almendral Ave,ATHERTON,CA,94027,18995000,5,7.0,ATHERTON,9268,43688,2021,145,2050,,Active,,,http://www.redfin.com/CA/Atherton/289-Almendral-Ave-94027/home/1061358,MLSListings,ML81830579,N,Y,37.452167,-122.213658
MLS Listing,,Single Family Residential,20065 Thompson Rd,LOS GATOS,CA,95033,2275000,4,2.5,LOS GATOS,3591,82693,1995,152,634,,Active,,,http://www.redfin.com/CA/Los-Gatos/20065-Thompson-Rd-95033/home/833513,MLSListings,ML81829730,N,Y,37.1897051,-122.0215667
MLS Listing,,Single Family Residential,75 Isabella Ave,ATHERTON,CA,94027,28600000,5,8.0,ATHERTON,9786,111513,2021,152,2923,,Active,,,http://www.redfin.com/CA/Atherton/75-Isabella-Ave-94027/home/21968010,MLSListings,ML81829717,N,Y,37.455764,-122.197765
MLS Listing,,Single Family Residential,22100 Mount Eden Rd,SARATOGA,CA,95070,18000000,4,5.5,SARATOGA,7504,912146,2013,163,2399,,Active,,,http://www.redfin.com/CA/Saratoga/22100-Mt-Eden-Rd-95070/home/1703712,MLSListings,ML81828095,N,Y,37.268584,-122.06329
MLS Listing,,Single Family Residential,408 Old Ranch Ct,SAN RAMON,CA,94582,1598800,4,3.0,SAN RAMON,3351,16200,1983,168,477,,Active,,,http://www.redfin.com/CA/San-Ramon/408-Old-Ranch-Ct-94582/home/952022,MLSListings,ML81827375,N,Y,37.7388208,-121.9244445
MLS Listing,,Single Family Residential,20 Panorama Ln,Santa Cruz,CA,95060,2750000,4,2.5,Santa Cruz,4367,20865,1989,170,,,Active,,,http://www.redfin.com/CA/Santa-Cruz/20-Panorama-Ln-95060/home/2359337,MetroList,20080455,N,Y,37.0116431,-122.0286498
MLS Listing,,Single Family Residential,333 Bridge Rd,HILLSBOROUGH,CA,94010,5999000,5,5.0,HILLSBOROUGH,3730,23958,1983,179,1608,,Active,,,http://www.redfin.com/CA/Hillsborough/333-Bridge-Rd-94010/home/2053151,MLSListings,ML81826086,N,Y,37.5589974,-122.3410861
MLS Listing,,Single Family Residential,26140 Rancho Manuella Ln,LOS ALTOS HILLS,CA,94022,12500000,5,6.5,LOS ALTOS HILLS,10442,51923,2004,184,1197,,Active,,,http://www.redfin.com/CA/Los-Altos-Hills/26140-Rancho-Manuella-Ln-94022/home/1855133,MLSListings,ML81818627,N,Y,37.387174,-122.1341753
MLS Listing,,Single Family Residential,13910 Mirmirou Dr,LOS ALTOS HILLS,CA,94022,8480000,4,5.5,LOS ALTOS HILLS,5800,43690,1996,191,1462,,Active,,,http://www.redfin.com/CA/Los-Altos-Hills/13910-Mir-Mirou-Dr-94022/home/640588,MLSListings,ML81815332,N,Y,37.3821609,-122.1703033
MLS Listing,,Single Family Residential,455 Pinehill Rd,HILLSBOROUGH,CA,94010,5995000,7,9.5,HILLSBOROUGH,14671,107700,2020,196,409,,Active,,,http://www.redfin.com/CA/Hillsborough/455-Pinehill-Rd-94010/home/2016586,MLSListings,ML81824291,N,Y,37.5529132,-122.3614519
MLS Listing,,Single Family Residential,18771 #5 Homestead Rd,SUNNYVALE,CA,94087,3098000,4,3.5,SUNNYVALE,3075,7816,2020,198,1007,,Active,,,http://www.redfin.com/CA/SUNNYVALE/18771-5-Homestead-RD-94087/home/174017849,MLSListings,ML81824158,N,Y,37.3492097,-122.0326019
MLS Listing,,Single Family Residential,16125 Greenwood Ln,MONTE SERENO,CA,95030,17500000,6,8.0,MONTE SERENO,13674,243936,1994,217,1280,,Active,,,http://www.redfin.com/CA/Monte-Sereno/16125-Greenwood-Ln-95030/home/1538321,MLSListings,ML81822842,N,Y,37.236068,-121.999066
MLS Listing,,Single Family Residential,501 Los Robles Rd,SOQUEL,CA,95073,3295000,4,4.5,SOQUEL,5442,313763,1992,218,605,,Active,,,http://www.redfin.com/CA/Soquel/501-Los-Robles-Rd-95073/home/2414642,MLSListings,ML81822688,N,Y,37.021226,-121.9557401
MLS Listing,,Single Family Residential,14778 Bear Creek Rd #34,Boulder Creek,CA,95006,799000,3,2.0,Boulder Creek,3922,33193,1981,234,204,,Active,,,http://www.redfin.com/CA/Boulder-Creek/14778-Bear-Creek-Rd-95006/unit-34/home/174774766,CRMLS,CV20244834,N,Y,37.133135,-122.101949
MLS Listing,,Single Family Residential,44989 Vista Del Sol,Fremont,CA,94539,7998000,7,7.0,Mission,8132,117749,2006,240,984,,Active,,,http://www.redfin.com/CA/Fremont/44989-Vista-Del-Sol-94539/home/12113623,"bridgeMLS Bay East AOR or Contra Costa AOR",40928847,N,Y,37.5131692,-121.9093975
MLS Listing,,Single Family Residential,15668 Bohlman Rd,SARATOGA,CA,95070,5950000,4,4.0,SARATOGA,5255,287564,1990,245,1132,,Active,,,http://www.redfin.com/CA/Saratoga/15668-Bohlman-Rd-95070/home/1158757,MLSListings,ML81819891,N,Y,37.2395869,-122.0454884
MLS Listing,,Single Family Residential,903 Berkeley Ave,MENLO PARK,CA,94025,6995000,5,5.5,MENLO PARK,4864,22809,2004,260,1438,,Active,,,http://www.redfin.com/CA/Menlo-Park/903-Berkeley-Ave-94025/home/1006899,MLSListings,ML81811028,N,Y,37.4692775,-122.1650478
MLS Listing,,Single Family Residential,27360 Elena Rd,LOS ALTOS HILLS,CA,94022,3685000,4,3.0,LOS ALTOS HILLS,3300,54703,2020,278,1117,,Active,,,http://www.redfin.com/CA/Los-Altos/27360-Elena-Rd-94022/home/39924215,MLSListings,ML81815039,N,Y,37.3747374,-122.1508829
MLS Listing,,Single Family Residential,3500 Woodside Rd,WOODSIDE,CA,94062,27000000,4,3.5,WOODSIDE,6630,215927,2002,278,4072,,Active,,,http://www.redfin.com/CA/Woodside/3500-Woodside-Rd-94062/home/1038535,MLSListings,ML81815038,N,Y,37.4234968,-122.2694931
MLS Listing,,Single Family Residential,17101 Kruse Ranch Ln,MORGAN HILL,CA,95037,3499999,4,2.5,MORGAN HILL,2600,1721504,1989,293,1346,,Active,,,http://www.redfin.com/CA/Morgan-Hill/17101-Kruse-Ranch-Ln-95037/home/173278714,MLSListings,ML81812488,N,Y,37.143769,-121.60768
MLS Listing,,Single Family Residential,18331 Lexington Dr,MONTE SERENO,CA,95030,8499000,5,6.5,MONTE SERENO,8710,55896,1992,295,976,,Active,,,http://www.redfin.com/CA/Monte-Sereno/18331-Lexington-Dr-95030/home/1259748,MLSListings,ML81812132,N,Y,37.2387678,-121.9922303
MLS Listing,,Single Family Residential,2290 Ralston,BELMONT,CA,94002,4700000,5,5.5,BELMONT,4500,24913,2020,315,1044,,Active,,,http://www.redfin.com/CA/Belmont/2290-Ralston-Ave-94002/home/173633171,MLSListings,ML81808947,N,Y,37.5115283,-122.2998485
MLS Listing,,Single Family Residential,5660 Alpine Rd,PORTOLA VALLEY,CA,94028,22000000,6,10.0,PORTOLA VALLEY,14500,1817236,2006,331,1517,,Active,,,http://www.redfin.com/CA/Portola-Valley/5660-Alpine-Rd-94028/home/1233276,MLSListings,ML81803721,N,Y,37.3498571,-122.2123833
MLS Listing,,Single Family Residential,27500 La Vida Real,LOS ALTOS HILLS,CA,94022,39998000,5,9.5,LOS ALTOS HILLS,20982,349787,2010,335,1906,,Active,,,http://www.redfin.com/CA/Los-Altos-Hills/27500-La-Vida-Real-94022/home/2121566,MLSListings,ML81805680,N,Y,37.366074,-122.149725
MLS Listing,,Single Family Residential,2995 Day Rd,GILROY,CA,95020,3799999,5,4.0,GILROY,5600,1865674,2007,418,679,,Active,,,http://www.redfin.com/CA/Gilroy/2995-Day-Rd-95020/home/1352084,MLSListings,ML81791336,N,Y,37.0461756,-121.6468585
MLS Listing,,Single Family Residential,610 Los Trancos Rd,PORTOLA VALLEY,CA,94028,53888000,5,9.0,PORTOLA VALLEY,12657,583704,2008,556,4258,,Active,,,http://www.redfin.com/CA/PALO-ALTO/610-LOS-TRANCOS-RD-94304/home/1081316,MLSListings,ML81778196,N,Y,37.368351,-122.199305
MLS Listing,,Single Family Residential,700 Kings Mountain Rd,WOODSIDE,CA,94062,10888888,5,6.5,WOODSIDE,10440,133729,1988,664,1043,,Active,,,http://www.redfin.com/CA/Woodside/700-Kings-Mountain-Rd-94062/home/889688,MLSListings,ML81769297,N,Y,37.4340176,-122.2843071
MLS Listing,,Single Family Residential,2050 Green Oaks Way,PESCADERO,CA,94060,7500000,6,4.5,PESCADERO,6000,3679949,2005,674,1250,,Active,,,http://www.redfin.com/CA/Pescadero/2050-Cabrillo-Hwy-94060/home/17309043,MLSListings,ML81767773,N,Y,37.1349347,-122.3042648

